ORF_ID,KO_ID,KO_Function,KO_Score,Secondary_KO_ID,Secondary_KO_Score
k127_6127016_8,K05343,treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1],104,K01187,27
k127_2389452_1,K06942,ychF; ribosome-binding ATPase,406,,
k127_2285607_3,,,,,
k127_9034061_2,K23997,nnr; ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],315,,
k127_6542116_1,,,23,K03593,2
k127_11318050_6,,,13,K00943,1
k127_9760875_2,,,13,K00163,3
k127_10695109_6,K03701,uvrA; excinuclease ABC subunit A,608,,
k127_5815524_1,,,,,
k127_4673520_2,,,60,K07486,28
k127_624398_4,K07263,pqqL; zinc protease [EC:3.4.24.-],238,,
k127_8826404_1,,,20,K07505,14
k127_2597025_1,,,16,K07114,2
k127_2597025_2,,,13,K04775,4
k127_3220158_3,,,13,K04487,2
k127_11006608_2,,,21,K09815,3
k127_1143713_4,K01925,murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],267,,
k127_1455002_2,,,312,,
k127_1455002_3,K01519,"rdgB, ITPA; XTP/dITP diphosphohydrolase [EC:3.6.1.66]",232,,
k127_1455002_5,,,16,K13936,2
k127_1455002_6,,,14,K05786,3
k127_5919381_8,K12257,secDF; SecD/SecF fusion protein,518,,
k127_5711554_1,,,10,K05366,4
k127_5607924_1,K08676,tri; tricorn protease [EC:3.4.21.-],259,,
k127_2908618_1,,,22,K00615,2
k127_2597065_2,K06921,K06921; uncharacterized protein,155,,
k127_416749_2,,,54,K14647,5
k127_2597066_4,K16089,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",205,,
k127_3427657_1,K01939,"purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]",18,,
k127_3323903_2,,,106,,
k127_6023144_4,,,20,K00573,9
k127_1455037_7,,,108,K06919,92
k127_9864524_2,K01875,"SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]",314,,
k127_6334843_2,K00262,"E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",176,,
k127_3635401_3,K00615,"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",322,,
k127_3635401_4,,,13,K03569,2
k127_3635401_6,,,569,,
k127_3842960_2,,,221,,
k127_209349_1,,,16,K00036,4
k127_6334879_7,K01875,"SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]",269,,
k127_2597154_1,,,13,K22474,3
k127_2597154_3,,,11,K19577,5
k127_5919477_1,,,12,K01534,4
k127_8411269_3,,,145,,
k127_1143825_1,K01537,ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10],247,,
k127_6646286_12,,,30,K16516,3
k127_11006731_1,,,13,K15547,3
k127_11318235_1,,,15,K07282,2
k127_1766683_2,K00705,malQ; 4-alpha-glucanotransferase [EC:2.4.1.25],69,,
k127_728371_1,,,27,K06894,19
k127_3012452_16,,,15,K15770,2
k127_3012452_17,,,9,K04043,7
k127_3012452_30,,,13,K07496,2
k127_5919519_1,,,9,K00362,4
k127_5192840_2,,,55,,
k127_5192840_3,,,21,K07568,4
k127_9034292_1,K01869,"LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]",593,,
k127_8411313_2,K01662,dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],592,,
k127_1455155_3,K07497,K07497; putative transposase,82,,
k127_9864624_2,,,144,K02314,13
k127_10799158_1,,,23,K02438,6
k127_1662709_14,K09157,K09157; uncharacterized protein,591,,
k127_8411325_2,K03545,tig; trigger factor,159,,
k127_209435_1,,,15,K14699,2
k127_4050725_1,,,19,K03529,4
k127_1247487_2,,,14,K01284,4
k127_6750191_2,,,116,,
k127_313142_3,K07133,K07133; uncharacterized protein,149,,
k127_2078200_2,K01643,citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10],527,,
k127_6023288_3,K00595,"cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]",45,K02191,33
k127_6023288_5,K01338,lon; ATP-dependent Lon protease [EC:3.4.21.53],113,K03544,5
k127_1559187_1,K01840,manB; phosphomannomutase [EC:5.4.2.8],25,K15778,11
k127_1974371_6,,,316,,
k127_832390_3,,,12,K15770,2
k127_7476925_2,,,16,K06281,3
k127_2701199_2,,,191,,
k127_4258367_2,,,44,,
k127_11006834_1,,,21,K17315,3
k127_7373053_1,,,11,K00036,2
k127_9138072_2,K04760,greB; transcription elongation factor GreB,79,K03624,19
k127_624697_1,K01955,"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",579,,
k127_9553522_1,K00986,ltrA; RNA-directed DNA polymerase [EC:2.7.7.49],111,,
k127_2908809_39,,,27,K19244,20
k127_624711_2,K01787,RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8],31,,
k127_6023362_2,,,11,K07811,2
k127_2182271_2,K02824,"uraA, pyrP; uracil permease",407,,
k127_4673830_5,,,15,K19084,3
k127_4673830_6,,,17,K01951,2
k127_4569951_1,,,91,K22278,26
k127_2493710_2,K01662,dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],476,,
k127_3947022_2,,,9,K05802,3
k127_7269522_2,K04763,xerD; integrase/recombinase XerD,33,,
k127_8723170_10,,,8,K20807,4
k127_8723170_11,,,72,K03695,5
k127_4258419_1,K02334,dpo; DNA polymerase bacteriophage-type [EC:2.7.7.7],407,,
k127_1247579_2,K03549,kup; KUP system potassium uptake protein,499,,
k127_209565_1,,,10,K26139,4
k127_8307584_1,,,15,K03699,5
k127_11318416_2,K00134,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",413,,
k127_1039918_2,K26730,"napA, nhaS3, nhaS5, gerN; Na+:H+ antiporter",250,,
k127_10280225_14,K03701,uvrA; excinuclease ABC subunit A,846,,
k127_10487847_1,,,16,K21029,6
k127_10280231_4,K02004,ABC.CD.P; putative ABC transport system permease protein,286,K05685,29
k127_3531828_2,,,43,K25767,5
k127_313230_3,,,58,K03580,55
k127_9968706_8,K02040,pstS; phosphate transport system substrate-binding protein,16,,
k127_1039945_4,,,9,K01869,3
k127_5296872_2,,,23,K00525,3
k127_4985362_2,K02536,lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191],261,,
k127_6023428_2,,,21,K00868,2
k127_7684592_1,,,14,K13665,2
k127_8515476_16,K01783,"rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]",228,,
k127_8515476_17,K04083,hslO; molecular chaperone Hsp33,12,,
k127_8515476_27,,,17,K01890,2
k127_8411518_1,K05989,ramA; alpha-L-rhamnosidase [EC:3.2.1.40],62,,
k127_7165753_3,,,11,K10943,3
k127_3635719_1,,,274,K18303,69
k127_520941_1,,,34,K07175,3
k127_10487902_1,K02600,nusA; transcription termination/antitermination protein NusA,250,,
k127_8723276_3,,,375,,
k127_1975_2,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,233,,
k127_209647_1,K07080,K07080; uncharacterized protein,165,,
k127_1979_1,,,,,
k127_3635739_2,,,18,K02014,3
k127_3531909_2,,,10,K08300,3
k127_1144188_2,K01126,"E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]",66,,
k127_3843241_1,K03595,"era, ERAL1; GTPase",16,,
k127_7788590_1,,,120,,
k127_6439008_1,,,10,K03798,2
k127_10695509_3,,,147,,
k127_1662919_4,K02337,dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],244,,
k127_1559383_1,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",524,,
k127_4881702_3,,,10,K01305,3
k127_6854273_1,K09251,patA; putrescine aminotransferase [EC:2.6.1.82],333,,
k127_9346006_1,,,16,K18964,3
k127_2493896_1,K22316,rhnA-cobC; ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],14,K01953,8
k127_832624_1,,,10,K18369,2
k127_832630_2,,,146,K20084,18
k127_6646567_3,K07657,"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB",43,,
k127_2493920_2,,,23,K07486,10
k127_4881740_2,K00813,aspC; aspartate aminotransferase [EC:2.6.1.1],364,K00832,93
k127_6439071_1,,,8,K21023,3
k127_3635822_1,K02190,cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3],153,,
k127_3635822_4,K26937,"dinF, mepA, vmrA; MATE family, multidrug efflux pump",165,,
k127_10903159_1,,,179,K15255,63
k127_6854342_1,,,12,K00641,3
k127_9242254_2,K02454,gspE; general secretion pathway protein E [EC:7.4.2.8],100,K02652,47
k127_10799455_2,,,13,K01139,2
k127_3324364_1,,,14,K07476,3
k127_3324364_2,K07126,K07126; uncharacterized protein,129,,
k127_9034604_1,,,142,K12132,3
k127_1559481_1,,,49,K08303,2
k127_2182527_1,,,13,K15352,3
k127_832703_2,K00099,dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],347,,
k127_6750549_1,K00567,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]",101,K00974,24
k127_1559504_2,K09458,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]",454,,
k127_3635883_4,K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein,10,,
k127_5816079_1,K03070,secA; preprotein translocase subunit SecA [EC:7.4.2.8],638,,
k127_3843365_1,K03701,uvrA; excinuclease ABC subunit A,349,,
k127_3843366_3,,,21,K02574,3
k127_2157_2,K25137,rlmL; 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.173],317,K12297,25
k127_2390053_1,,,15,K00266,3
k127_7684815_2,K00796,folP; dihydropteroate synthase [EC:2.5.1.15],198,,
k127_7996428_3,,,254,K21508,3
k127_10695662_1,,,104,K16123,9
k127_521130_2,,,178,K21573,49
k127_7165999_1,,,8,K00880,4
k127_313503_1,K00602,purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],202,K01492,21
k127_10799574_2,,,12,K02037,3
k127_2182604_2,,,17,K07279,4
k127_2182604_3,,,58,K17734,9
k127_2182604_5,K02470,gyrB; DNA gyrase subunit B [EC:5.6.2.2],116,K02622,31
k127_4362552_1,K01955,"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",252,,
k127_2182617_1,,,12,K02562,2
k127_2182617_4,,,162,,
k127_6854475_1,,,7,K01915,6
k127_6854475_2,,,42,K03733,26
k127_4051139_2,,,12,K01667,4
k127_7269841_3,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,170,,
k127_10903330_1,,,40,K24998,7
k127_313569_2,K07315,rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3],132,,
k127_10072830_3,,,22,K04093,2
k127_2494103_1,,,27,K19231,3
k127_2909190_2,,,22,K14194,5
k127_9138450_4,K01759,"GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]",147,,
k127_832867_2,,,20,K06894,9
k127_7373493_2,K04763,xerD; integrase/recombinase XerD,74,,
k127_6750751_1,K02335,polA; DNA polymerase I [EC:2.7.7.7],256,,
k127_8619578_2,,,13,K03110,9
k127_313653_3,,,7,K01507,5
k127_5504668_1,,,114,K26059,4
k127_3116916_18,K02335,polA; DNA polymerase I [EC:2.7.7.7],692,,
k127_10176901_1,,,11,K01616,4
k127_6542837_3,,,11,K21572,8
k127_5297326_2,K02501,hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],208,,
k127_5297326_3,K01089,hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15],382,,
k127_4570433_3,,,53,K11005,8
k127_9554028_1,K04043,"dnaK, HSPA9; molecular chaperone DnaK",514,,
k127_9865128_2,K07037,pgpH; cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-],347,,
k127_6023761_6,,,116,K07278,6
k127_6023761_7,,,24,K03286,13
k127_8204230_2,,,58,K16564,6
k127_3220879_2,K07456,mutS2; DNA mismatch repair protein MutS2,601,,
k127_3324616_2,,,387,,
k127_8515878_5,,,11,K03669,8
k127_6335450_4,K03328,"TC.PST; polysaccharide transporter, PST family",21,,
k127_6335450_5,,,16,K00382,5
k127_2390240_6,,,18,K07795,8
k127_8827250_1,K02316,dnaG; DNA primase [EC:2.7.7.101],85,,
k127_3636133_1,,,26,K03543,2
k127_3532306_1,,,7,K00162,6
k127_3220903_1,,,27,K02356,2
k127_10280702_1,,,10,K14348,7
k127_625242_3,,,17,K09825,3
k127_4570481_2,,,10,K14392,2
k127_2286306_1,,,14,K16149,2
k127_9865162_1,,,19,K12132,3
k127_7788961_1,,,171,K03546,4
k127_9657733_3,K03694,clpA; ATP-dependent Clp protease ATP-binding subunit ClpA,397,,
k127_8931008_2,K03526,"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]",171,,
k127_5089587_1,,,138,K10742,25
k127_9657741_2,,,112,K07656,11
k127_5504758_4,,,9,K03466,2
k127_3843603_3,,,22,K07478,3
k127_936800_1,,,245,,
k127_5089615_1,,,13,K03758,4
k127_1352015_1,,,15,K03466,4
k127_1040483_2,,,12,K03457,2
k127_4778168_1,K03595,"era, ERAL1; GTPase",275,,
k127_4778168_2,,,243,,
k127_6023856_2,,,11,K07707,2
k127_105981_1,,,14,K02434,5
k127_8308069_1,,,30,K03930,16
k127_8308069_2,,,14,K21572,5
k127_9242602_1,K03696,clpC; ATP-dependent Clp protease ATP-binding subunit ClpC,614,,
k127_2701915_2,,,30,K02825,3
k127_2078745_6,K03088,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily",67,,
k127_6335544_1,K01876,"DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]",468,,
k127_10592136_1,,,16,K11690,2
k127_10592136_4,,,25,K13574,3
k127_11215264_4,,,18,K04562,4
k127_11215264_5,,,18,K10000,3
k127_3220964_3,K01870,"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]",1037,,
k127_3220964_4,,,20,K01142,10
k127_6958399_1,,,17,K17686,1
k127_1559844_1,K06207,"typA, bipA; GTP-binding protein",765,,
k127_5297458_1,,,22,K15737,4
k127_5297458_2,,,14,K01387,4
k127_5297458_3,,,11,K01686,3
k127_1871078_1,,,55,K20276,3
k127_9657831_1,,,41,K01728,9
k127_2286368_2,,,181,K02355,7
k127_8516016_2,K01284,dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5],541,,
k127_210174_4,,,37,K15477,2
k127_4051418_1,,,12,K01507,2
k127_2805637_2,K01246,tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20],131,,
k127_4570578_1,,,11,K03404,9
k127_3947583_1,,,106,,
k127_6439407_34,K00031,"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]",424,,
k127_6439407_35,K03655,recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4],568,,
k127_4570600_1,,,14,K02860,3
k127_3221022_1,,,12,K22444,4
k127_8723782_1,,,21,K02335,5
k127_5193547_1,,,20,K21573,2
k127_6127836_1,K02337,dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],963,,
k127_6127836_21,,,7,K07034,7
k127_6127836_22,,,188,,
k127_7166354_1,,,18,K15125,2
k127_7685197_2,,,18,K09800,2
k127_1663359_1,,,61,K01423,3
k127_106099_2,,,16,K00138,8
k127_313935_1,,,28,K03640,7
k127_5816423_3,K05349,bglX; beta-glucosidase [EC:3.2.1.21],417,,
k127_4051491_1,,,15,K08303,2
k127_4778298_1,,,30,K07462,4
k127_4778298_2,,,35,K00962,5
k127_5193588_1,,,428,,
k127_5193588_2,K21572,"susD; starch-binding outer membrane protein, SusD/RagB family",23,,
k127_5193588_4,,,205,,
k127_3428535_1,K02945,"RP-S1, rpsA; small subunit ribosomal protein S1",388,,
k127_8412109_1,,,6,K02931,6
k127_3428544_1,,,15,K01226,3
k127_7166397_1,K01928,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",320,,
k127_5712392_2,,,15,K03526,3
k127_5712392_3,,,8,K07677,6
k127_5712392_4,,,14,K03587,2
k127_5712392_5,,,13,K01439,3
k127_5608874_2,,,161,,
k127_5608874_4,,,11,K03546,11
k127_5608874_6,,,13,K03695,3
k127_3117159_2,K04077,"groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]",699,,
k127_3117159_3,,,29,K02519,2
k127_3117159_5,K02335,polA; DNA polymerase I [EC:2.7.7.7],654,,
k127_3117159_6,,,9,K03325,6
k127_3117159_7,K00820,"glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]",625,,
k127_10696121_1,,,11,K07273,7
k127_11215433_2,K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",164,,
k127_6439499_3,,,13,K00335,3
k127_5193637_2,K16211,"malY, malT; maltose/moltooligosaccharide transporter",200,,
k127_1144797_4,,,31,K24180,6
k127_6958586_1,,,22,K03406,2
k127_9242788_1,K01912,paaK; phenylacetate-CoA ligase [EC:6.2.1.30],403,,
k127_5920418_1,,,13,K02470,2
k127_3324844_3,,,21,K01372,6
k127_3324844_4,K07444,ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-],349,,
k127_3324844_5,K02238,comEC; competence protein ComEC,167,,
k127_3324844_7,,,46,K07636,28
k127_3324844_12,K00620,argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1],308,,
k127_521594_2,,,262,,
k127_2702121_1,K11720,lptG; lipopolysaccharide export system permease protein,127,,
k127_3013255_1,,,13,K00859,3
k127_1767621_1,,,12,K03799,2
k127_1248273_1,,,35,K00688,6
k127_4570723_2,,,37,K01881,3
k127_8619975_2,,,169,K03427,5
k127_2390538_2,K01928,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",440,,
k127_7270359_1,,,12,K07403,2
k127_5297559_36,,,135,K03606,62
k127_8308315_2,,,251,K07180,4
k127_10903720_1,K21573,susC; TonB-dependent starch-binding outer membrane protein SusC,256,,
k127_625550_2,K26735,"KEA4_5_6, TMCO3, ybaL; K+:H+ antiporter",331,,
k127_2598050_2,K15635,"apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",317,,
k127_7477730_1,,,14,K07497,3
k127_10800056_2,,,315,,
k127_2909688_2,K01338,lon; ATP-dependent Lon protease [EC:3.4.21.53],13,,
k127_1144862_8,,,7,K02855,7
k127_10800078_5,,,7,K02109,6
k127_4882407_8,,,28,K06151,5
k127_1975218_1,K07263,pqqL; zinc protease [EC:3.4.24.-],34,,
k127_1975218_3,,,120,K05540,10
k127_1975218_5,K00278,nadB; L-aspartate oxidase [EC:1.4.3.16],498,,
k127_1975218_7,,,10,K16092,3
k127_4778438_1,K07273,acm; lysozyme,110,,
k127_10073387_6,,,201,,
k127_3324954_4,,,12,K03770,2
k127_3221238_2,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,124,,
k127_7997029_1,K03701,uvrA; excinuclease ABC subunit A,304,,
k127_8724024_2,,,16,K03517,4
k127_8724024_3,,,9,K02026,2
k127_1560142_2,,,,,
k127_9450673_5,K07095,K07095; uncharacterized protein,172,,
k127_10903829_2,,,26,K00259,3
k127_1560156_1,K27956,lnb; lipoprotein N-acyltransferase [EC:2.3.1.-],12,K00757,11
k127_1456024_1,K00615,"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",323,,
k127_9554495_1,,,11,K02406,3
k127_7477823_1,K03744,lemA; LemA protein,179,,
k127_7477823_2,K03799,htpX; heat shock protein HtpX [EC:3.4.24.-],133,,
k127_8620137_1,,,16,K01337,14
k127_7789392_1,,,13,K01740,3
k127_8827754_1,,,107,,
k127_1144963_2,,,15,K03555,9
k127_9554516_1,,,10,K03701,8
k127_8827758_9,,,8,K22104,4
k127_10177454_4,K18707,mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5],332,,
k127_7893329_1,,,16,K01256,2
k127_8827788_3,,,11,K27054,2
k127_5089976_1,,,8,K02377,3
k127_1248454_2,,,22,K01875,3
k127_6958838_3,K02469,gyrA; DNA gyrase subunit A [EC:5.6.2.2],375,,
k127_1352476_1,K12340,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein",12,,
k127_10177494_2,,,259,K01883,4
k127_10177494_3,,,187,K03457,3
k127_10177494_5,,,258,,
k127_8724140_3,,,23,K03427,2
k127_4363214_1,K07085,K07085; putative transport protein,395,,
k127_7374165_1,K03427,hsdM; type I restriction enzyme M protein [EC:2.1.1.72],253,,
k127_5816759_2,,,20,K01026,4
k127_521815_1,,,19,K01804,2
k127_7581711_1,,,287,,
k127_1145040_1,,,8,K00265,6
k127_5401859_2,,,,,
k127_10903933_1,,,322,,
k127_6647383_4,,,172,K06413,43
k127_1145045_1,K03046,rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],53,,
k127_3325145_1,K00240,"sdhB, frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",256,,
k127_4363266_3,K02172,blaR1; bla regulator protein blaR1,39,,
k127_7062764_1,,,13,K03571,2
k127_2806011_7,K03046,rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],916,,
k127_3428880_2,,,386,K21573,57
k127_2598251_2,K07126,K07126; uncharacterized protein,36,,
k127_1663680_2,,,10,K10924,7
k127_417968_1,,,17,K03546,3
k127_1975443_1,,,36,K18122,25
k127_2806028_4,K00567,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]",132,K10778,14
k127_2806028_5,K01246,tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20],128,,
k127_1352567_2,,,15,K13953,3
k127_10800332_2,,,21,K03641,3
k127_10800332_3,K20866,yihX; glucose-1-phosphatase [EC:3.1.3.10],14,,
k127_7581786_2,,,16,K06200,4
k127_8101080_1,,,240,K21573,97
k127_11319381_1,K03043,rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],889,,
k127_6543428_3,K06013,STE24; STE24 endopeptidase [EC:3.4.24.84],206,,
k127_1560316_4,,,9,K04775,3
k127_5401947_1,,,22,K00700,14
k127_7062833_2,,,16,K06076,8
k127_9658297_3,,,14,K18138,3
k127_4571063_4,,,18,K03547,4
k127_8308627_1,,,8,K07484,3
k127_4986453_1,K03701,uvrA; excinuclease ABC subunit A,480,,
k127_1352640_2,,,12,K03587,7
k127_1352640_3,,,13,K22135,2
k127_4363382_1,K01940,"argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]",190,,
k127_10904071_4,,,7,K07354,2
k127_7062895_1,K01870,"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]",624,,
k127_5920795_1,,,16,K03529,4
k127_4986473_2,,,14,K18294,8
k127_9450936_1,,,168,,
k127_6232039_1,,,13,K02483,5
k127_6232039_2,,,9,K12065,4
k127_4571112_1,,,14,K02073,2
k127_3532905_1,,,14,K06894,11
k127_4155672_1,,,23,K00219,2
k127_4155672_2,,,13,K02791,5
k127_5609324_1,K03307,"TC.SSS; solute:Na+ symporter, SSS family",21,K11928,15
k127_2702569_2,,,13,K03300,3
k127_2702569_3,,,9,K01091,7
k127_7062937_1,,,11,K01740,8
k127_6336199_1,K03286,"TC.OOP; OmpA-OmpF porin, OOP family",20,,
k127_3844244_2,K01277,DPP3; dipeptidyl-peptidase III [EC:3.4.14.4],25,,
k127_4467424_1,K21573,susC; TonB-dependent starch-binding outer membrane protein SusC,121,,
k127_9347029_4,K03701,uvrA; excinuclease ABC subunit A,10,,
k127_9347029_5,,,253,K21573,64
k127_7789718_1,,,15,K03787,2
k127_3636896_1,K01187,malZ; alpha-glucosidase [EC:3.2.1.20],74,,
k127_7374398_4,K17686,"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]",250,K01533,79
k127_7374398_8,,,9,K03667,6
k127_5712902_3,K08483,ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9],452,,
k127_5712902_4,K04771,"degP, htrA; serine protease Do [EC:3.4.21.107]",201,,
k127_7893665_2,,,16,K03529,2
k127_8308757_2,,,30,K02433,3
k127_8101279_2,,,346,K21573,143
k127_7581984_2,,,13,K00800,4
k127_5194107_3,,,13,K03230,5
k127_8205129_2,,,20,K01364,6
k127_8205129_3,,,22,K05349,2
k127_8724405_2,,,24,K02445,5
k127_10177763_3,,,18,K24018,2
k127_1248780_2,K07665,"cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR",80,,
k127_8931790_5,K03798,"ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]",1232,,
k127_7063022_17,,,12,K17468,3
k127_3429130_7,K03168,topA; DNA topoisomerase I [EC:5.6.2.1],544,,
k127_2702669_2,,,11,K00790,2
k127_5609467_2,,,41,K13444,26
k127_5090321_3,,,19,K02005,3
k127_11008189_1,,,10,K01649,2
k127_833735_2,,,12,K03230,2
