KO,EC,RXN
K00294,,R00245  L-glutamate gamma-semialdehyde:NAD+ oxidoreductase;R00707  (S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase;R00708  (S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase;R04444  L-1-pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase;R04445  L-1-pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase;R05051  L-erythro-4-hydroxyglutamate:NAD+ oxidoreductase;R13148
K00297,,R07168  5-methyltetrahydrofolate:NAD+ oxidoreductase
K00302,,"R00610  sarcosine:oxygen oxidoreductase (demethylating);R12967  sarcosine,5,6,7,8-tetrahydrofolate:O2 oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)"
K00303,,"R00610  sarcosine:oxygen oxidoreductase (demethylating);R12967  sarcosine,5,6,7,8-tetrahydrofolate:O2 oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)"
K00311,,
K00313,,
K00318,,R01253  L-proline:quinone oxidoreductase
K00322,,R00112  NADPH:NAD+ oxidoreductase
K00324,,R13176  NADPH:NAD+ oxidoreductase (H+-transporting)
K00325,,R13176  NADPH:NAD+ oxidoreductase (H+-transporting)
K00330,,R11945  NADH:ubiquinone oxidoreductase
K00331,,R11945  NADH:ubiquinone oxidoreductase
K00332,,R11945  NADH:ubiquinone oxidoreductase
K00333,,R11945  NADH:ubiquinone oxidoreductase
K00334,,R11945  NADH:ubiquinone oxidoreductase
K00335,,R11945  NADH:ubiquinone oxidoreductase
K00336,,R11945  NADH:ubiquinone oxidoreductase
K00337,,R11945  NADH:ubiquinone oxidoreductase
K00338,,R11945  NADH:ubiquinone oxidoreductase
K00339,,R11945  NADH:ubiquinone oxidoreductase
K00340,,R11945  NADH:ubiquinone oxidoreductase
K00341,,R11945  NADH:ubiquinone oxidoreductase
K00342,,R11945  NADH:ubiquinone oxidoreductase
K00343,,R11945  NADH:ubiquinone oxidoreductase
K00344,,
K00346,,
K00347,,
K00348,,
K00349,,
K00350,,
K00351,,
K00355,,R02964  NADH:menaquinone oxidoreductase;R03643  NADH:(quinone-acceptor) oxidoreductase;R03816  NADH:phylloquinone oxidoreductase
K00361,,R00787  ammonia:NAD+ oxidoreductase;R00789  ammonia:NADP+ oxidoreductase
K00362,,R00787  ammonia:NAD+ oxidoreductase
K00368,,R00783  nitric-oxide:ferricytochrome-c oxidoreductase;R00785  nitric-oxide:oxidized azurin oxidoreductase
K00370,,R00798  nitrite:acceptor oxidoreductase;R01106  nitrite:(acceptor) oxidoreductase;R09497  nitrite:quinone oxidoreductase
K00371,,R00798  nitrite:acceptor oxidoreductase;R01106  nitrite:(acceptor) oxidoreductase;R09497  nitrite:quinone oxidoreductase
K00372,,R00798  nitrite:acceptor oxidoreductase;R01106  nitrite:(acceptor) oxidoreductase
K00373,,
K00374,,R00798  nitrite:acceptor oxidoreductase;R01106  nitrite:(acceptor) oxidoreductase;R09497  nitrite:quinone oxidoreductase
K00375,,
K00376,,R02804  nitrogen:ferricytochrome-c oxidoreductase (N2O-forming)
K00380,,R00858  hydrogen-sulfide:NADP+ oxidoreductase
K00381,,R00858  hydrogen-sulfide:NADP+ oxidoreductase
K00382,,R00209  pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);R01210  3-methyl-2-oxobutanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating);R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R01651  4-methyl-2-oxopentanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating);R01698  dihydrolipoamide:NAD+ oxidoreductase;R01933  2-oxoadipate dehydrogenase complex;R03171  (S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating);R03815  dihydrolipoylprotein:NAD+ oxidoreductase;R07618  enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase;R08549  2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)
K00383,,R00094  glutathione:NAD+ oxidoreductase;R00115  glutathione:NADP+ oxidoreductase
K00384,,R02016  NADPH:oxidized-thioredoxin oxidoreductase;R03596  hydrogen selenide:NADP+ oxidoreductase;R09372  methaneselenol:NADP+ oxidoreductase
K00390,,"R02021  adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"
K00392,,R00859  hydrogen-sulfide:ferredoxin oxidoreductase;R03600  hydrogen-sulfide:ferredoxin oxidoreductase
K00394,,"R00860  AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming);R04927  AMP,sulfite:(acceptor) oxidoreductase;R08553  AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)"
K00401,,R04541  2-(methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonine S-(2-sulfoethyl)thiotransferase
K00402,,R04541  2-(methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonine S-(2-sulfoethyl)thiotransferase
K00404,,
K00405,,
K00411,,
K00413,,
K00425,,"R11325  ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)"
K00426,,"R11325  ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)"
K00427,,
K00428,,
K00432,,R00274  glutathione:hydrogen-peroxide oxidoreductase
K00433,,
K00449,,"R01631  protocatechuate:oxygen 3,4-oxidoreductase (decyclizing);R03549  gallate:oxygen 3,4-oxidoreductase (decyclizing)"
K00450,,"R02656  gentisate:oxygen 1,2-oxidoreductase (decyclizing)"
K00457,,"R01372  phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating);R02521  4-hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)"
K00459,,R00025  ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)
K00467,,R00319  (S)-lactate:oxygen 2-oxidoreductase (decarboxylating)
K00468,,R00449  L-lysine:oxygen 2-oxidoreductase (decarboxylating)
K00477,,
K00479,,"R13016  glycine betaine,NADH:oxygen oxidoreductase (demethylating)"
K00481,,"R01298  4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)"
K00483,,"R02698  4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating);R03299  3-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)"
K00496,,"R01347  fatty acid,reduced rubredoxin:oxygen oxidoreductase (omega-hydroxylating);R02281  alkane,reduced-rubredoxin:oxygen 1-oxidoreductase;R06945"
K00507,,"R02222  steroyl-CoA,hydrogen-donor:oxygen oxidoreductase;R12173  palmitoyl-CoA,ferrocytochrome-b5:oxygen oxidoreductase (9,10-dehydrogenating)"
K00518,,
K00520,,
K00525,,R02017  2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02018  2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02019  2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02024  2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
K00526,,R02017  2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02018  2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02019  2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02024  2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
K00528,,R10159  adrenodoxin:NADP+ oxidoreductase
K00529,,"R02000  rubredoxin:NAD+ oxidoreductase;R06782  3-phenylpropanoate,NADH:oxygen oxidoreductase (2,3-hydroxylating);R06783  trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating);R13327  cyclohexane-1-carboxylate,ferredoxin:oxygen oxidoreductase (4-trans-hydroxylating)"
K00540,,
K00547,,R00650  S-adenosyl-L-methionine:L-homocysteine S-methyltransferase;R11063  S-methyl-L-methionine:L-homocysteine S-methyltransferase
K00548,,R00946  5-methyltetrahydrofolate:L-homocysteine S-methyltransferase;R09365  5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase
K00549,,R04405  5-methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase;R09365  5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase
K00554,,R00597  S-adenosyl-L-methionine:tRNA guanine N1-methyltransferase
K00556,,
K00557,,
K00558,,R04858  S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase
K00560,,"R02101  5,10-methylenetetrahydrofolate:dUMP C-methyltransferase"
K00563,,R07233  S-adenosyl-L-methionine:rRNA (guanine-N1-)-methyltransferase
K00564,,R07234  S-adenosyl-L-methionine:rRNA (guanine-N2-)-methyltransferase
K00566,,R08700  [enzyme]-S-sulfanylcysteine:tRNA-uridine sulfurtransferase (ATP-hydrolysing)
K00567,,
K00568,,"R04988  S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase;R08769  S-adenosyl-L-methionine:2-polyprenyl-6-hydroxyphenol 6-O-methyltransferase;R12657  S-adenosyl-L-methionine:3-demethylubiquinol 3-O-methyltransferase"
K00571,,
K00573,,
K00574,,
K00575,,
K00595,,"R05149  S-adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating);R07774  S-adenosyl-L-methionine:cobalt-precorrin-6B C15-methyltransferase (C12-decarboxylating);R07775  S-adenosyl-L-methionine:cobalt-precorrin-7 C5-methyltransferase"
K00598,,
K00600,,"R00945  5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase;R09099  5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase"
K00602,,"R01127  IMP 1,2-hydrolase (decyclizing);R04560  10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase"
K00603,,R02287  5-formiminotetrahydrofolate:L-glutamate N-formiminotransferase;R02301  5-formyltetrahydrofolate cyclo-ligase (ADP-forming);R03189  5-formyltetrahydrofolate:L-glutamate N-formiminotransferase
K00604,,R03940  10-formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase
K00605,,R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R02300  S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming);R04125  [protein]-S8-aminomethyldihydrolipoyllysine:tetrahydrofolate aminomethyltransferase (ammonia-forming)
K00606,,"R01226  5,10-methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase"
K00609,,R01397  carbamoyl-phosphate:L-aspartate carbamoyltransferase
K00610,,R01397  carbamoyl-phosphate:L-aspartate carbamoyltransferase
K00611,,R01398  carbamoyl-phosphate:L-ornithine carbamoyltransferase
K00612,,
K00615,,R01067  D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R01641  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R01830  beta-D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R06590  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase
K00616,,R01827  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase;R08575  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase
K00620,,R00259  acetyl-CoA:L-glutamate N-acetyltransferase;R02282  N2-acetyl-L-ornithine:L-glutamate N-acetyltransferase
K00625,,R00230  acetyl-CoA:phosphate acetyltransferase;R00921  propanoyl-CoA:phosphate propanoyltransferase
K00626,,R00238  acetyl-CoA:acetyl-CoA C-acetyltransferase;R01177  butanoyl-CoA:acetyl-CoA C-butanoyltransferase
K00627,,R00209  pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);R02569  acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase
K00631,,R00851  acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase;R09380  acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase
K00632,,R00238  acetyl-CoA:acetyl-CoA C-acetyltransferase;R00829  succinyl-CoA:acetyl-CoA C-acyltransferase;R00927  acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase;R01177  butanoyl-CoA:acetyl-CoA C-butanoyltransferase;R03778  octanoyl-CoA:acetyl-CoA C-acyltransferase;R03858  lauroyl-CoA:acetyl-CoA C-acyltransferase;R03991  myristoyl-CoA:acetylCoA C-myristoyltransferase;R04546;R04742  decanoyl-CoA:acetyl-CoA C-acyltransferase;R04747  hexanoyl-CoA:acetyl-CoA C-acyltransferase;R05506;R05586;R07891;R07895;R07899;R08091  7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase;R08095  3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase;R13467  3-oxochol-4-en-24-oyl-CoA:propanoyl-CoA C-acyltransferase;R13471  3-oxopregnene-20-carboxyl-CoA:acetyl-CoA C-acyltransferase;R13479  3-oxoacyl-CoA thiolase;R13483  MOODA-CoA:acetyl-CoA C-acyltransferase
K00633,,
K00634,,R01174  butanoyl-CoA:phosphate butanoyltransferase
K00638,,
K00639,,R00371  acetyl-CoA:glycine C-acetyltransferase
K00640,,R00586  acetyl-CoA:L-serine O-acetyltransferase
K00641,,R01776  acetyl-CoA:L-homoserine O-acetyltransferase;R01777  succinyl-CoA:L-homoserine O-succinyltransferase
K00645,,R01626  malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase;R11671
K00647,,R02768  acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04355  acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04726  dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04952  butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04957  hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04960  octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04963  decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04968  tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R07762;R10115  malonyl-[acyl-carrier protein]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase;R10119  glutaryl-[acp]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating)
K00648,,R10707  acetyl-CoA:malonyl-[acyl-carrier protein] C-acetyltransferase (decarboxylating)
K00651,,R01776  acetyl-CoA:L-homoserine O-acetyltransferase;R01777  succinyl-CoA:L-homoserine O-succinyltransferase
K00652,,R03210  pimeloyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating);R10124  pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating)
K00655,,R02241  acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase;R09381  acyl-ACP:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase
K00656,,R00212  acetyl-CoA:formate C-acetyltransferase;R06987  propanoyl-CoA:formate C-propanoyltransferase
K00657,,R01154  acetyl-CoA:putrescine N-acetyltransferase
K00658,,R01933  2-oxoadipate dehydrogenase complex;R02570  succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase;R02571  glutaryl-CoA:enzyme-N6-(dihydrolipoyl)lysine S-glutaryltransferase;R08549  2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)
K00661,,
K00662,,
K00666,,
K00673,,R00832  succinyl-CoA:L-arginine N2-succinyltransferase
K00674,,"R04365  succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
K00675,,
K00677,,R04567  (R)-3-hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase
K00681,,R00494  glutathione gamma-glutamylaminopeptidase;R01262  glutathione:L-amino-acid 5-glutamyltransferase;R01687  (5-L-glutamyl)-peptide:taurine 5-glutamyltransferase;R03867  (5-glutamyl)-peptide:amino-acid 5-glutamyltransferase;R03916  (5-glutamyl)-peptide:amino-acid 5-glutamyltransferase;R03970  (5-glutamyl)-peptide:amino-acid 5-glutamyltransferase;R03971  gamma-glutamyl-beta-aminopropiononitrile amidohydrolase;R04935  (5-L-glutamyl)-peptide:Se-methylselenocysteine 5-glutamyltransferase
K00684,,R03813  L-leucyl-tRNA(Leu):protein leucyltransferase;R11443  L-leucyl-tRNA(Leu):[protein] N-terminal L-lysine leucyltransferase;R11444  L-leucyl-tRNA(Leu):[protein] N-terminal L-arginine leucyltransferase
K00687,,
K00688,,"R02111  1,4-alpha-D-glucan:orthophosphate alpha-D-glucosyltransferase"
K00689,,"R02120  sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase;R06066  sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase"
K00690,,R00803  sucrose:phosphate alpha-D-glucosyltransferase
K00691,,R01555  maltose:phosphate 1-beta-D-glucosyltransferase
K00692,,"R05140  sucrose:2,6-beta-D-fructan 6-beta-D-fructosyltransferase"
K00694,,"R02889  UDPglucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase"
K00697,,R02737  UDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase;R11783  ADP-alpha-D-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase (configuration-retaining)
K00700,,"R02110  1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase"
K00701,,R11260  
K00702,,R00952  cellobiose:phosphate alpha-D-glucosyltransferase
K00703,,"R02421  ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase"
K00705,,"R02111  1,4-alpha-D-glucan:orthophosphate alpha-D-glucosyltransferase;R05196  1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase"
K00721,,R01009  GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase
K00727,,R05910  ;R05912
K00728,,R04072  dolichyl-beta-D-mannosyl-phosphate:protein-serine O-D-mannosyltransferase;R07620;R11399  dolichyl-beta-D-mannosyl-phosphate:protein-threonine O-D-mannosyltransferase
K00748,,"R04606  UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase"
K00754,,
K00757,,R01876  uridine:phosphate alpha-D-ribosyltransferase;R02484  deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase;R08229  5-fluorouridine:phosphate alpha-D-ribosyltransferase
K00758,,R01570  thymidine:phosphate deoxy-alpha-D-ribosyltransferase;R02484  deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase;R08222  5'-deoxy-5-fluorouridine:phosphate deoxy-alpha-D-ribosyltransferase;R08230  5-fluorodeoxyuridine:phosphate deoxy-alpha-D-ribosyltransferase
K00759,,R00190  AMP:diphosphate phospho-D-ribosyltransferase;R04378  1-(5'-phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase
K00760,,R01132  IMP:diphosphate phospho-D-ribosyltransferase;R01229  GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase;R02142  XMP:pyrophosphate phosphoribosyltransferase;R08237  6-thioinosine 5'-monophosphate:diphosphate phospho-D-ribosyltransferase;R08238  6-methylthiopurine 5'-monophosphate ribonucleotide:diphosphate phospho-D-ribosyltransferase;R08245  6-thioguanosine monophosphate:diphosphate phospho-D-ribosyltransferase
K00761,,R00966  UMP:diphosphate phospho-alpha-D-ribosyltransferase
K00762,,R01870  orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase
K00763,,"R01724  5-phospho-alpha-D-ribose 1-diphosphate:nicotinate ligase (ADP, diphosphate-forming)"
K00764,,R01072  5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)
K00765,,R01071  1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase
K00766,,R01073  N-(5-phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase
K00767,,R03348  nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)
K00768,,R04148  nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase
K00769,,R01229  GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase;R02142  XMP:pyrophosphate phosphoribosyltransferase
K00772,,R01402  S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase
K00773,,R10209  tRNA-guanosine34:7-aminomethyl-7-carbaguanine tRNA-D-ribosyltransferase
K00782,,
K00783,,
K00784,,
K00788,,R03223  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase;R10712  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase
K00789,,R00177  ATP:L-methionine S-adenosyltransferase;R04771  ATP:L-selenomethione S-adenosyltransferase
K00790,,R00660  phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase
K00791,,R01122  delta2-isopentenyl-diphosphate:tRNA isopentenyltransferase
K00793,,"R00066  6,7-dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase"
K00794,,R04457  5-amino-6-(D-ribitylamino)uracil butanedionetransferase
K00795,,R01658  dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase;R02003  geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase
K00796,,"R03066  6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase;R03067  (7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase"
K00797,,R01920  S-adenosylmethioninamine:putrescine 3-aminopropyltransferase;R08359  S-adenosylmethioninamine:cadaverine 3-aminopropyltransferase
K00798,,"R01492  ATP:cob(I)alamin Co-beta-adenosyltransferase;R05220  ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase;R07268  ATP:cobinamide Cobeta-adenosyltransferase;R12184  ATP:Cob(II)yrinate diamide Cobeta-adenosyltransferase"
K00799,,"R03522  RX:glutathione R-transferase;R07002  (1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming);R07003  (1R)-glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming);R07004  (1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming);R07023  1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene glutathione-lyase (epoxide-forming);R07024  1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene glutathione-lyase (epoxide-forming);R07025  1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming);R07026  1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming);R07069  3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene glutathione-lyase (epoxide-forming);R07070  2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene glutathione-lyase (epoxide-forming);R07083  4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene glutathione-lyase (epoxide-forming);R07084  7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase;R07091  S-(2,2-dichloro-1-hydroxy)ethyl-glutathione 2,2-dichloroacetaldehyde-lyase (glutathione-forming);R07092  1,1-dichloroethylene-epoxide:glutathione S-(chloroepoxyethyl)transferase [2-(S-glutathionyl)acetyl-chloride-forming];R07093  chloroacetyl-chloride:glutathione S-chloroacetyltransferase;R07094  2-(S-glutathionyl)acetyl-chloride:glutathione 2-(S-glutathionyl)acetyltransferase;R07100  trichloroethene:glutathione S-(1,2-dichlorovinyl)transferase;R07113  1,2-dibromoethane:glutathione ethylenetransferase (episulfonium-forming);R07116  2-bromoacetaldehyde:glutathione S-(formylmethyl)transferase;R08280  4-glutathionyl cyclophosphamide hydrolase;R09409  glutathione-S-transferase;R11905"
